Population,Town,State,Latitude,Longitude,Retailer,General,News,Educational,Juvenile,DepartmentStore,DrugStore,GiftStore,CirculatingLibrary,SecondHand,OldandRare,Medical,Law,Religious,Foreign,Wholesale,Music,X
45068,Fresno,CALIFORNIA,36.7377981,-119.7871247,"Einstein's, Inc., Tulare & K Sts. E",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
45068,Fresno,CALIFORNIA,36.7377981,-119.7871247,"Fresno Book Shop (Robert Edgerton, Prop.), 1942-1944 Toulumne St. GSOC",1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,
45068,Fresno,CALIFORNIA,36.7377981,-119.7871247,"Gottschalk, E., & Co., Inc. (G. G. Oliver), Kern & Fulton Sts. D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
45068,Fresno,CALIFORNIA,36.7377981,-119.7871247,"Kutner-Goldstein Co., II 19 T St. D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
45068,Fresno,CALIFORNIA,36.7377981,-119.7871247,"Ozawa, Y., 907 F St. Dr",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
45068,Fresno,CALIFORNIA,36.7377981,-119.7871247,"Radin & Camp, 1931 Tulare St. D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
45068,Fresno,CALIFORNIA,36.7377981,-119.7871247,"Riege, C. H., Co., Inc., 1915 Mariposa St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3500,Fullerton,CALIFORNIA,33.8703645,-117.9242123,"Swett's Calif. Book & Stationery Shoppe, 117 N. Spadra Road GGij",1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1820,Gilroy,CALIFORNIA,37.0029828,-121.5566373,"Suters, 83 Monterey St. GiC",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,
13536,Glendale,CALIFORNIA,34.1425078,-118.255075,"Glendale Bookstore, 113 S. Brand Blvd. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4520,Grass Valley,CALIFORNIA,39.2190608,-121.0610606,"Trezise Bros., Lower Main St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6000,Hanford,CALIFORNIA,36.3274502,-119.6456844,"James & Duncan, 117 W. 7th St. GiN",NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6000,Hanford,CALIFORNIA,36.3274502,-119.6456844,"Kelley's Bookstore, 219 N. Irwin St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
55593,Long Beach,CALIFORNIA,33.7700504,-118.1937395,"Brown's Book Nook, 120 E. Broadway G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
55593,Long Beach,CALIFORNIA,33.7700504,-118.1937395,"Dodge Book Shop, 33.16 E. Anaheim St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
55593,Long Beach,CALIFORNIA,33.7700504,-118.1937395,"Henderson-Swanson Co., 438 Pine Ave. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
55593,Long Beach,CALIFORNIA,33.7700504,-118.1937395,"Hewitt, John, 117 Pine Ave. GECJN",1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
55593,Long Beach,CALIFORNIA,33.7700504,-118.1937395,"Long Beach Art Co., 18 Pacific St. Gi",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,
55593,Long Beach,CALIFORNIA,33.7700504,-118.1937395,"Lord, C. C., & Co., 541 Pine Ave. GiN",NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,
55593,Long Beach,CALIFORNIA,33.7700504,-118.1937395,"McCutcheon & Jutson, 146 Pine Ave. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Adams, C. Milton, 314 W. Washington St.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"American Baptist Pubn. Soc. (Parker C. Palmer), 313 W. Third St. RJR (Spanish) tº-",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Apell, Arthur A., 0.35 W. 8th St. SF (German)",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Associated Students' Store, 3001 University Ave. GGiSE",1,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Bancroft-Whitney Co., 134 N. Broadway L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Bible House of Los Angeles, 927 S. Westmoreland Ave. R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Biola Book Room, Bible Inst., The, of Los Angeles (Religious) SRJNF",NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Bodkin, John J., Co., Catholic Book Store, 200 S. Main St. R (Catholic)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Book & Art Shop, 320 H. W. Hellman Bldg. GiR",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Bookrest Co. (S. A. Jubb), 211 S Ave. 55 G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Briminstool, E. A., 1428 Norton Ave. (Western Americana)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Broadway Dept. Store (J. Moriarty), 4th, cor. B'way D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Brocklebank, Mrs. Louise B., New Fiction Library, Brack Shops",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Bullock's (Eleanor Foster), 7th, cor. B'way DN",NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Burns Bros., 3020 W. 6th St. | G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"California Book Co., 218 W. Ist St. S",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"California News Agency, Metropolitan Bldg., 315 W. 5th St.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Cannell & Chafin Co., 720 W. 7th St.",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Carmono Romulo, 611 N. Spring St.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Catholic Educational Co., 333 Kearny St.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Children's Bookstore, The, 524 S. Figueroa St.",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Church Book Store (M. F. McLin), 524 S. Figueroa St.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Cohen, Isaac, 1257 S. Figueroa St.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Conaty, Rev. Francis, J., 1433 W. 9th St.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Coulter Dry Goods Co., 215 Broadway",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Cutler, A. M., Crystal Palace Market",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Dawson's Bookshop, 627 S. Grand Ave.",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Dellquest's Bookshop, 2913 S. Vermont Ave.",1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Dellquest's Rare Book Shop, 52.42 Vincent Ave.",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Dewey, James Murray, 720 W. 7th St.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Elwood, Mrs. Louie, 1780 N. Highland Ave.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Farris-Walker, (F. Barr), Fifth St., Store, Fifth, cor. Broadway",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Foster, Mrs. O. N., 2517 S. Hooyer St.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Fowler Bros. (Willard Goodwin), 747 S. Broadway GN",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Friedfertig, Fredrick. Ye Little Olde Shoppe, 306 W. First St., r. 703 G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Gallentine. Elmer L., 3474 University Ave. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Gilmore, Mrs. J. P., 6733 Hollywood Blvd. Gi",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Goldman, Henry, 70.3% W. 6th St. GO",1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Grimes-Strassforth Stat'y Co., 737 S. Spring St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Hamburger's, Broadway, 8th & Hill Sts. D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Hamburger, A. D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Harvey, Fred., News Stand, 2nd & Santa Fe Sts. N",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Hollywood Bookstore, 6812 Hollywood Blvd. GOJNF",1,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Holmes Book Co., 812-814 W. 6th St. -GSOEMLRCJNE (All languages)",1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Jones Bookstore, Inc., 426-28 W. 6th St. 2 El",1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Kohn, Joseph, 117 N. Main St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Lancaster Co. (H. C. Newton), P. O. Box 436 SENF (Spanish)",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Leonard, F. G., 6812 Hollywood Blvd. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Little, A. E., Co., 432 S. Broadway (Gift Books) Gij",NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Lofland & Russell, 732 W. 6th St. SN",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Loose, M. A., 2004 Los Feléz Blvd. R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Los Angeles Book Store, 3123 S. Vermont Ave. GSCN",1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Los Angeles News Co. (A. P. Osborn), 305 E. Boyd St. WN",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"McCourt, Robert, 5.20% Monte Vista G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"McLeod, M. E., 520 W. 6th St. SN",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"May Co. (May Perks), Broadway at 8th St. D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Miller, Jesse Ray, University Book Store, 3474 University Ave. GERF (Spanish & French)",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,Occidental College Bookstore E,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"O’Connor, Thomas J., 844 S. Main St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Oriental Book Shop (M. T. Wolcott), 4567% Santa Monica Blvd. (Oriental)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Natick Book Store, 104 W. First St. GJN",1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Pacific Book Co. (B. S. Trynin), 64I N. Kingsley St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Parker, C. C., 520 W. 6th St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Plenkharp, C. V., & Sons, 353 S. Hill St. C",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Powners' Book Store (Olin W. Smith, Mgr.), 542 S. Spring St. S",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Pryse, John M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Rand, McNally & Co. (R. A. McNally), 125 E. 6th St. EJ",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Robinson, J. W., Co. (Philip E. Kubel), 7th St. & Grand Ave. DOJN",NA,1,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Rogers Book Shop (W. S. Rogers, Prop.), 622 W. 6th St. SOEMR",NA,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Sato's Book Store, 34.1% E. 1st St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Schock Bros., 5177 Hollywood Blvd. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Schwender, Mrs. Anna M., 1915 S. Grand Ave. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Smith. C. Everett, 3508 Wilshire Blvd. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Soldier Joe's American Book Shop, i 17 N. Main St. GSOEMLRCJNF (All languages)",1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Theosophical Book Concern, 2032 Vista Del Mar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Unity Pegues Bookshop, 6417 Hollywood Blvd. GOF",1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"University Book Store, University Ave. (,",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"The Stationers Corp., 525-527 S. Spring St. (;",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Sterling, John W., 325 E. 5th St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Stratford, H. S., Co., Inc., 646 and 323 S. Spring St. GSOC",1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Taiyo-Do Book Store, 2.48 E. 1st St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Tyres Book Store, 920 Temple St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Westlake Bookshop, 694 S. Alvarado St. Gi",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Wheeler Pub. Co., 317 S. Hill St. (Subscription)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
576673,Los Angeles,CALIFORNIA,34.0522342,-118.2436849,"Williams, Edward T., 279 W. 6th St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2232,Los Gatos,CALIFORNIA,37.2358078,-121.9623751,"Crall, H. J., Co., 21 Santa Cruz Ave. GCJN",1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
4000,Martinez,CALIFORNIA,38.0193657,-122.1341321,"Reed, W. G. GN",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5430,Marysville,CALIFORNIA,39.1457253,-121.5913547,"Hall, G. W. GGijN",1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5480,Monrovia,CALIFORNIA,34.1442616,-118.0019482,Messenger Shop Gi,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Montrose,CALIFORNIA,34.206551,-118.224685,"Vorbeck's, 426 Main St. GGijN",1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7000,Modesto,CALIFORNIA,37.6392595,-120.9970014,"Morris, L. M., Co. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5791,Napa,CALIFORNIA,38.2975381,-122.286865,"Haas, M. M., Haas Staty. Co., 2d & Brown Sts. GN",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5791,Napa,CALIFORNIA,38.2975381,-122.286865,"Kyser, R. M., 914 Main St. N",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5791,Napa,CALIFORNIA,38.2975381,-122.286865,"Shephard's Stationery Store, 919 Main St. GN",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
216261,Oakland,CALIFORNIA,37.8043514,-122.2711639,"California Bible House, 537 25th St. EMRCJNF (All languages) ~",NA,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,
216261,Oakland,CALIFORNIA,37.8043514,-122.2711639,"Capwell, H. C., Co. (Mrs. W. C. Gilkerson), Clay & 14th Sts. DMN",NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,
216261,Oakland,CALIFORNIA,37.8043514,-122.2711639,"Dalton Bros., 467 Twelfth St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
216261,Oakland,CALIFORNIA,37.8043514,-122.2711639,"Dewitt, F. M., 62o Fourteenth St. SO",NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,
216261,Oakland,CALIFORNIA,37.8043514,-122.2711639,"Hardy's Bookstore, 915 Broadway SO",NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,
216261,Oakland,CALIFORNIA,37.8043514,-122.2711639,"Kahn's (Miss Jacobs), IIth & Broadway DGi",NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,
216261,Oakland,CALIFORNIA,37.8043514,-122.2711639,"Rowell, Clarence F., 686 Poirier St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
216261,Oakland,CALIFORNIA,37.8043514,-122.2711639,"Schlueter, A., & Co., 1314-1318 Washington St. D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
216261,Oakland,CALIFORNIA,37.8043514,-122.2711639,"Kahn's (Eugene Sommers), San Pablo, cor. 16th St. D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
216261,Oakland,CALIFORNIA,37.8043514,-122.2711639,"Taft & Pennoyer Co., Clay & 14th Sts. D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
216261,Oakland,CALIFORNIA,37.8043514,-122.2711639,"Western Book & Tract Co., 1817 Telegraph Ave. R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,
216261,Oakland,CALIFORNIA,37.8043514,-122.2711639,Whitthorne & Swan D,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4274,Ontario,CALIFORNIA,34.0633443,-117.6508876,"Andrews Stationery Store, 112 West A St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2920,Orange,CALIFORNIA,33.7879139,-117.8531007,"Weaver, Charles R., 109 N. Glassell St. N",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4486,Palo Alto,CALIFORNIA,37.4418834,-122.1430195,"Congdon & Crome, 230 University Ave. GE",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4486,Palo Alto,CALIFORNIA,37.4418834,-122.1430195,"Hyde, E. L., Hyde's Book Store, 370 University Ave. GGij N.",1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4486,Palo Alto,CALIFORNIA,37.4418834,-122.1430195,"Sequoia Book Shop (Guy C. Miller), 521 Emerson St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
